Name,URL,Duration,UpdateInterval,StartOn,EndBy,Cache
MCHK,https://github.com/EricL777/appletv/blob/main/MCHKLOGO.png,0:00:10,1:00:00,1/1/224  12:00:00 am,12/31/2025 23:59,yes
,,,,,,
,,,,,,
,,,,,,
